mean_pitch_Hz,max_pitch_Hz,min_pitch_Hz,pitch_range_Hz,pitch_SD_Hz,mean_intensity_dB,max_intensity_dB,min_intensity_dB,intensity_range_dB,intensity_SD_dB,jitter_local,shimmer_local,voiced_ratio,speech_rate_voiced_frames_per_sec,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_flatness,file_name,WER_sentence,CER_sentence
212.6994231970336,486.58681926489,103.1824269252895,383.4043923396006,45.09308337324008,65.85852208679701,77.64232297840266,57.88146928704377,19.76085369135889,4.49351409781069,,0.1793288697432972,0.514820592823713,101.7615541764638,2149.734740408824,1780.834114513656,4199.908088235294,0.06023052707314491,asd19_005,28.57,26.47
221.4004736877913,300.8637791386948,110.1268250645992,190.7369540740956,32.87876059701828,74.3726823985172,82.48130761470304,64.36803880184621,18.11326881285683,4.503966150444903,,0.1574409563415499,0.6194144838212635,122.5539698569061,2213.468484882773,1701.850291046547,4061.893203883495,0.04658570513129234,asd19_009,0.0,0.0
223.0832568872203,439.2577025257382,90.3996928683142,348.858009657424,49.14173065622258,73.46954457016423,86.9845941295795,58.88865143941649,28.09594269016301,6.677874593988812,,0.1293399059718511,0.3444268357105124,68.63157894736842,2197.751085564235,1791.448790913481,4219.775883838384,0.07642120122909546,asd19_011,21.05,8.24
300.3771462950137,499.174679353184,213.2927336983347,285.8819456548493,66.40621723213138,79.55501023406882,85.99274051595782,64.65903810282018,21.33370241313764,5.588112347054456,,0.1475617038585371,0.329512893982808,64.53875833041037,2759.379855008249,1898.782433032906,4941.964285714285,0.1242374926805496,asd19_013,0.0,0.0
254.3006242821143,485.940591074513,90.29342300370627,395.6471680708067,35.32913185280863,75.79441989543506,86.65265449070776,59.03719081877411,27.61546367193365,5.82723426442598,,0.09464781761291328,0.4641297567061759,92.62371615312792,2274.653741520961,1812.658164078285,4384.5675944334,0.09285657107830048,asd19_012,28.57,10.61
225.79179396925,488.0781712616296,135.9012877569402,352.1768835046894,36.46511450183322,69.736946959688,84.74988344377704,56.95845762459754,27.79142581917949,5.377306892416997,,0.1430156790378266,0.352054389595034,70.24502449507702,2220.030128764813,1730.871253329574,4140.020636792453,0.06768795847892761,asd19_008,38.46,12.5
276.3175735465862,487.5812896798897,102.9075353233161,384.6737543565736,62.74070740626641,76.04181015231583,85.04446434108743,60.71036589282946,24.33409844825797,5.239098666955432,,0.1228816204898599,0.3954802259887006,78.6703309246398,2348.188724795506,1724.119292969958,4293.686939461883,0.08707001805305481,asd19_006,10.0,7.27
274.3491156209316,486.9641296820925,78.36933157783027,408.5947981042622,67.02637925742809,74.16819258334735,85.00999635712583,58.6555493425037,26.35444701462213,5.849789510996179,,0.1050448219490552,0.309719222462203,61.73816173977623,2298.78980521429,1811.532462902489,4414.406852617079,0.07933614403009415,asd19_015,27.78,16.85
219.5327028914564,365.6395564888256,75.39352771475636,290.2460287740692,28.88455020158074,69.54343402253447,87.62292091278408,58.12425929396942,29.49866161881466,6.188343917023359,,0.1604504925653392,0.33,65.848934796643,2217.233326046133,1762.542912833324,4228.731824577862,0.0727417841553688,asd19_003,33.33,20.97
267.0583781064553,443.7730476241575,184.7945105160032,258.9785371081543,42.04246491309868,74.95963778321884,86.95353211539916,57.51642516431967,29.43710695107949,7.549505309282718,,0.1135830541238442,0.524008350730689,104.2855040725705,2138.509655158153,1707.05965318268,3971.169800884956,0.0642305389046669,asd19_010,21.43,7.14
200.4839983076883,418.5797943297311,91.9674325678187,326.6123617619124,70.17612056128381,66.07351853407624,75.95355302995972,58.06081973132125,17.89273329863848,4.56946268597021,,0.1762124758805369,0.2333965844402277,46.0253981617905,2210.324205038827,1744.956076257449,4186.941964285715,0.07111484557390213,asd19_004,75.0,32.0
231.1998588052242,251.1948391545506,216.9504103954503,34.2444287591002,7.973195302470524,71.87738378908399,82.73333767881249,59.16266625574319,23.5706714230693,5.765543575892074,,0.1396888654126781,0.2667493796526055,52.86451930169658,2191.565394625348,1746.973116864783,4133.85009765625,0.08050939440727234,asd19_001,0.0,0.0
265.0856140307577,494.2630084764907,75.77315858129684,418.4898498951939,40.27674493237464,75.51754426075604,86.23629894027685,58.23890960563381,27.99738933464305,5.871662718168664,,0.1046063298523944,0.4521660649819494,90.27179513167452,2312.547564132668,1824.922478033214,4480.187319884726,0.08833875507116318,asd19_014,28.12,13.84
241.9782877589224,470.1633007231815,86.07773721806767,384.0855635051138,68.01295891886276,70.35491788606248,84.38055237404495,59.31478925078819,25.06576312325676,5.44309239008295,,0.1598370535290732,0.2854317732366513,56.9526079986847,2330.209438104402,1738.831903344976,4289.817489495798,0.08164112269878387,asd19_007,35.71,23.58
234.6407372708989,283.8268632641218,93.45267927905891,190.3741839850629,34.40053778063286,73.71109550373062,85.07894932106029,59.86160582723166,25.21734349382864,6.040688034469384,,0.1502538744601597,0.4121621621621622,81.41984191536841,2305.536064707538,1698.243362117149,4131.482712765957,0.06952901184558868,asd19_002,0.0,0.0
224.1732566463547,246.3913210299109,118.9095131579004,127.4818078720106,13.1768515820341,73.18947464540462,82.27247801370991,66.92049655405962,15.35198145965029,3.035030375091805,,0.1579695485639133,0.2587730371118405,51.65403137667442,2414.563223393258,1946.958231069033,4647.242351046699,0.120419055223465,asd10_004,17.39,8.26
211.7936396279422,252.9961357720557,106.8328982228687,146.163237549187,41.1710575194297,73.65586005902934,78.76170472853715,67.48183013179118,11.27987459674597,2.313266998567919,,0.1732687704103347,0.1664661050942639,33.1951866979288,2405.155451685478,1943.072579899677,4647.398497442456,0.1206575259566307,asd10_005,7.69,3.33
228.060560089715,276.1849035640852,127.0428993335581,149.142004230527,17.23368479368221,72.96664495503,82.48828916172313,65.96585032191375,16.52243883980938,3.150409362738757,,0.1680125642048067,0.362015503875969,72.18870312492452,2214.954576680974,1884.234997509662,4346.739969135802,0.09828664362430573,asd10_001,40.0,12.79
